data_object,n_tuples,missing_perc,uniqueness,min,max,mean,median,std,skewness,kurtosis,mad,iqr,p_min,p_max,k_min,k_max,s_min,s_max,entropy,density
ringnorm_V18,7400.0,0.1498499999999999,0.55175,-8423.625,6874.75,175.0381375,146.4375,1530.660775,-0.2422625,1.567325,826.25,1622.78125,0.0038125,0.0349999999999999,0.0061375,0.0249625,0.009475,0.036825,7.97045,0.0
ringnorm_V18,7400.0,0.1013625,0.5367625,-8778.0,6896.0,175.71005000000002,146.125,1526.26475,-0.2396875,1.6067,822.125,1613.65625,0.0052625,0.0379875,0.0063625,0.0257875,0.0098125,0.0382,7.9914,0.0
ringnorm_V18,7400.0,0.0494375,0.524175,-8778.0,6896.0,175.4899125,145.625,1531.36825,-0.2426375,1.595125,824.3125,1615.90625,0.0058375,0.0378999999999999,0.0070125,0.0248375,0.0108,0.0369,8.018025000000002,0.0
ringnorm_V10,7400.0,0.5031625000000001,0.6758749999999999,-6863.375,6603.0,230.238125,178.125,1494.1791999999998,-0.2452375,1.419475,798.125,1573.40625,0.0025875,0.04875,0.0031625,0.033625,0.0047375,0.0498875,7.6891625,0.0
ringnorm_V10,7400.0,0.4517375,0.6491874999999999,-6477.0,6524.5,217.44595,168.0625,1469.9345374999998,-0.2594375,1.3406124999999998,787.5,1559.625,0.00365,0.0481125,0.0047125,0.0314125,0.007225,0.04695,7.736924999999999,0.0
ringnorm_V10,7400.0,0.4015875,0.632775,-7232.0,6681.5,226.5417625,177.625,1490.165325,-0.24085,1.4801874999999995,794.3125,1577.34375,0.0061125,0.0452749999999999,0.003225,0.0281249999999999,0.0047875,0.042175,7.7927125,0.0
ringnorm_V10,7400.0,0.35055,0.6105875000000001,-6984.0,6279.375,220.880125,169.1875,1475.7727375,-0.2721,1.4094000000000002,786.0625,1560.375,0.005175,0.0508625,0.0021625,0.0316125,0.0030875,0.0471749999999999,7.8277125,0.0
ringnorm_V10,7400.0,0.3008125,0.5947,-6990.75,6481.125,224.1210125,170.9375,1474.6598,-0.2544625,1.4334374999999997,791.0625,1563.34375,0.0051875,0.0462,0.0040125,0.028875,0.0058375,0.04305,7.8686875,0.0
ringnorm_V10,7400.0,0.2517,0.5773125,-7232.0,6582.625,229.197525,177.5,1481.0189375,-0.272925,1.4457750000000005,784.5,1549.75,0.0018499999999999,0.0472749999999999,0.0025499999999999,0.028975,0.0040125,0.043175,7.898974999999999,0.0
ringnorm_V10,7400.0,0.1995625,0.5629124999999999,-6713.875,6719.25,222.961,166.625,1478.5240124999998,-0.2342875,1.4172375,786.0,1555.59375,0.0026375,0.044175,0.0045,0.0274125,0.006725,0.0409874999999999,7.933037499999999,0.0
ringnorm_V10,7400.0,0.1483,0.5464374999999999,-7111.375,6757.0,220.7901125,171.4375,1482.2815125,-0.2577,1.4476250000000002,787.875,1557.25,0.0038875,0.0430875,0.0061,0.0273625,0.0091125,0.0407999999999999,7.959675000000001,0.0
ringnorm_V10,7400.0,0.0987749999999999,0.5327625,-7232.0,6757.0,226.1212625,173.9375,1483.2148125,-0.2488375,1.4438875,787.375,1556.71875,0.0034375,0.042325,0.0041125,0.0258624999999999,0.00605,0.038725,7.9857375,0.0
ringnorm_V10,7400.0,0.0492875,0.5200750000000001,-7232.0,6719.25,221.9212125,172.5625,1484.1208874999998,-0.2576875,1.4371874999999998,788.375,1559.59375,0.0047374999999999,0.0425749999999999,0.0060624999999999,0.027025,0.0089875,0.0404374999999999,8.008849999999999,0.0
ringnorm_V13,7400.0,0.499925,0.669675,-6894.125,6368.75,186.33093750000003,147.5,1512.1040375,-0.2620749999999999,1.5164125,799.625,1587.53125,0.0014874999999999,0.0328125,0.0016374999999999,0.0248625,0.002525,0.0372875,7.680962500000001,0.0
ringnorm_V13,7400.0,0.4499249999999999,0.6519625,-6941.625,6403.0,199.5431625,159.875,1510.1581500000002,-0.233475,1.507075,791.6875,1573.375,0.0009625,0.03425,0.0022375,0.0234625,0.0031875,0.0350125,7.742437499999999,0.0
ringnorm_V13,7400.0,0.3999499999999999,0.6281375,-7007.125,6291.75,190.7420625,157.375,1510.3113375,-0.2862499999999999,1.6078625,787.9375,1570.53125,0.0025125,0.0378499999999999,0.0024625,0.0276749999999999,0.0036125,0.04125,7.783749999999999,0.0
ringnorm_V13,7400.0,0.35215,0.6128750000000001,-7029.75,6370.25,208.133575,160.5,1517.03165,-0.2233249999999999,1.4966374999999998,803.3125,1593.34375,0.0032375,0.0353625,0.001975,0.0254124999999999,0.0031625,0.0379375,7.8305375,0.0
ringnorm_V13,7400.0,0.2956875,0.5925625,-7012.375,6403.0,194.5928875,157.375,1512.0001125,-0.2664,1.5251624999999998,792.4375,1577.34375,0.00245,0.030175,0.0017375,0.0229874999999999,0.0029125,0.03435,7.8708375,0.0
ringnorm_V13,7400.0,0.2494125,0.5787749999999999,-7012.375,6371.0,196.5874625,154.25,1518.3272625,-0.2507,1.52825,798.0,1588.125,0.001875,0.0366625,0.0015499999999999,0.0260499999999999,0.003025,0.0388625,7.9055125,0.0
ringnorm_V13,7400.0,0.1999375,0.5611,-6984.5,6339.0,195.1773125,150.6875,1510.8707,-0.25975,1.5126749999999998,795.5,1584.78125,0.0036749999999999,0.0357,0.003925,0.0241,0.0061875,0.0361875,7.9308625,0.0
ringnorm_V13,7400.0,0.1492125,0.546625,-7012.375,6402.25,200.37855,157.1875,1513.203225,-0.241825,1.499225,797.625,1586.96875,0.0026625,0.0266875,0.0018874999999999,0.0213375,0.0033499999999999,0.0318499999999999,7.960912500000001,0.0
ringnorm_V13,7400.0,0.1011875,0.5336625,-7068.125,6400.75,193.6678875,154.6875,1509.7854375000002,-0.2657,1.5336,793.9375,1581.0625,0.002875,0.0322125,0.003125,0.0229374999999999,0.0052,0.0344375,7.984812499999999,0.0
ringnorm_V13,7400.0,0.0503375,0.5197,-7068.125,6403.0,195.59047500000003,156.8125,1512.1962375,-0.2546,1.5043,795.0625,1585.28125,0.0023,0.030475,0.0040999999999999,0.021775,0.006775,0.032725,8.00785,0.0
ringnorm_V8,7400.0,0.4934624999999999,0.662575,-6459.25,6113.125,217.70625,168.1875,1480.5241375,-0.2819,1.551675,787.5625,1546.21875,0.0056125,0.0592999999999999,0.003225,0.0377375,0.0049499999999999,0.05595,7.6821625,0.0
ringnorm_V8,7400.0,0.4518875,0.6433500000000001,-6708.375,6224.75,232.4377625,171.9375,1469.721175,-0.2496249999999999,1.549725,787.4375,1552.84375,0.0028874999999999,0.0498,0.0020624999999999,0.031175,0.0031875,0.0464625,7.7241625,0.0
ringnorm_V8,7400.0,0.3966875,0.6216250000000001,-6644.5,6192.0,225.1025125,169.3125,1479.63355,-0.2549625,1.5998375,782.9375,1544.0,0.002975,0.0460125,0.0037749999999999,0.0324125,0.0053625,0.0482125,7.777225,0.0
ringnorm_V8,7400.0,0.3476249999999999,0.6036874999999999,-6778.75,6297.375,226.507425,174.5625,1486.0761125,-0.28985,1.6267375,785.5625,1549.34375,0.00575,0.0515625,0.005225,0.0320125,0.00805,0.0478999999999999,7.81745,0.0
ringnorm_V8,7400.0,0.2999375,0.5856,-6727.125,6174.125,227.2630125,171.5,1480.2670750000002,-0.2685625,1.5888750000000005,783.9375,1544.59375,0.004175,0.044675,0.0040125,0.0323125,0.006175,0.047975,7.851350000000001,0.0
ringnorm_V8,7400.0,0.2515874999999999,0.5710500000000001,-6708.375,6258.0,220.277375,167.375,1479.2834749999995,-0.2871875,1.5762250000000002,786.6875,1551.5,0.004925,0.0455624999999999,0.0046625,0.0317375,0.0072375,0.0472125,7.885462500000001,0.0
ringnorm_V8,7400.0,0.1996625,0.5533375,-6778.75,6350.25,219.430925,166.0625,1482.7071625000003,-0.272175,1.6039249999999998,786.75,1547.09375,0.0017124999999999,0.0484375,0.0046875,0.0324375,0.007525,0.0482999999999999,7.9145875,0.0
ringnorm_V8,7400.0,0.1530375,0.5397875,-6830.375,6304.125,220.2774125,166.8125,1478.8863,-0.2760374999999999,1.5833499999999998,783.25,1543.40625,0.0012749999999999,0.0444375,0.00355,0.029625,0.0058375,0.0441999999999999,7.9383,0.0
ringnorm_V8,7400.0,0.0991625,0.525175,-6830.375,6304.125,221.7105,168.875,1480.2873625000002,-0.2761874999999999,1.5760374999999998,787.0625,1550.125,0.004225,0.0434375,0.0042875,0.029975,0.0067125,0.0447625,7.9687375,0.0
ringnorm_V8,7400.0,0.0500125,0.5117624999999999,-6882.0,6357.0,222.2933125,169.375,1481.5053125,-0.26995,1.5889875,785.9375,1548.5,0.0011374999999999,0.0435124999999999,0.0046999999999999,0.0299124999999999,0.0075,0.0446375,7.9892875,0.0
ringnorm_V1,7400.0,0.4979125,0.6678625,-6686.625,5953.25,208.059925,159.625,1484.5105875,-0.26505,1.360575,788.0625,1563.5625,0.0077874999999999,0.048125,0.0055499999999999,0.0341999999999999,0.008375,0.0507625,7.6818875,0.0
ringnorm_V1,7400.0,0.4491124999999999,0.6486125,-6615.0,6214.75,216.2939,164.625,1486.3987375000002,-0.2197124999999999,1.378825,795.75,1565.28125,0.0053124999999999,0.046775,0.0052749999999999,0.0307875,0.008025,0.0456875,7.740287500000001,0.0
ringnorm_V1,7400.0,0.4013625,0.63025,-6603.25,6197.5,212.034875,162.0,1492.5850000000005,-0.22375,1.3080000000000005,799.375,1580.96875,0.0062375,0.0418375,0.0056999999999999,0.0276999999999999,0.0083875,0.04105,7.7865375,0.0
ringnorm_V1,7400.0,0.3494625,0.611175,-6750.75,6179.0,217.76166250000003,162.625,1488.0393749999998,-0.2289749999999999,1.3636375,787.375,1564.0,0.0084,0.0411125,0.0068125,0.0277625,0.010475,0.041075,7.82785,0.0
ringnorm_V1,7400.0,0.2982375,0.5895625,-6750.75,6258.5,212.5103375,163.5625,1485.836225,-0.2536874999999999,1.3695625,789.3125,1562.09375,0.008975,0.043075,0.0091875,0.0299375,0.0138375,0.0443875,7.85915,0.0
ringnorm_V1,7400.0,0.2496125,0.5743625,-6637.125,6258.5,211.594175,165.375,1485.1121625,-0.2445249999999999,1.3417,793.375,1566.625,0.0101625,0.036975,0.0090125,0.0256749999999999,0.01355,0.0381,7.8949375,0.0
ringnorm_V1,7400.0,0.1988124999999999,0.559775,-6686.625,6258.5,210.55405,160.875,1485.7801625,-0.2379749999999999,1.3463250000000002,790.0,1564.625,0.0096499999999999,0.03875,0.0099125,0.025625,0.0148375,0.0381375,7.926500000000001,0.0
ringnorm_V1,7400.0,0.1504625,0.54525,-6879.0,6258.5,212.7941125,159.625,1488.450175,-0.224,1.33285,792.625,1571.46875,0.0108375,0.038275,0.010375,0.0254375,0.015475,0.03785,7.9543625,0.0
ringnorm_V1,7400.0,0.100575,0.5309750000000001,-6879.0,6258.5,213.87397500000003,162.375,1486.2242375,-0.235975,1.3505625,793.5625,1566.625,0.0097124999999999,0.036925,0.0097875,0.025325,0.01465,0.0377625,7.977950000000001,0.0
ringnorm_V1,7400.0,0.0513,0.5187625,-6814.875,6285.0,208.5849375,157.25,1488.2053874999997,-0.2298125,1.3397750000000002,792.0,1572.15625,0.013425,0.035475,0.012225,0.0235874999999999,0.0182375,0.0351375,8.00215,0.0
ringnorm_V15,7400.0,0.4986374999999999,0.6690625,-6675.125,6765.5,215.78426249999995,163.25,1501.3045625,-0.208025,1.6185749999999997,832.3125,1629.0625,0.0025875,0.0428125,0.00415,0.0259499999999999,0.00635,0.0386375,7.686675,0.0
ringnorm_V15,7400.0,0.4520124999999999,0.650225,-6887.625,7284.5,224.2220375,167.6875,1501.0807875000005,-0.1755875,1.5655625000000002,825.6875,1623.8125,0.003025,0.0413375,0.001225,0.0257999999999999,0.002175,0.0382,7.739587500000001,0.0
ringnorm_V15,7400.0,0.3993624999999999,0.6296250000000001,-7047.75,7284.5,224.43635,170.0625,1507.8233625,-0.18195,1.6450875,821.875,1614.1875,0.0025875,0.0329249999999999,0.0030375,0.0228624999999999,0.004225,0.0339375,7.7912875,0.0
ringnorm_V15,7400.0,0.348525,0.6103125,-7085.5,7244.0,223.2902,175.75,1504.4575375,-0.2077999999999999,1.6576624999999998,829.75,1618.96875,0.0022125,0.037025,0.0030624999999999,0.0230124999999999,0.0045874999999999,0.0342499999999999,7.834075,0.0
ringnorm_V15,7400.0,0.299975,0.593675,-7213.75,7156.5,218.582575,168.6875,1500.8584125,-0.18985,1.6131749999999998,824.875,1617.53125,0.0030125,0.0355874999999999,0.0013874999999999,0.022325,0.0019625,0.0330625,7.8700375,0.0
ringnorm_V15,7400.0,0.2513999999999999,0.5775250000000001,-6957.25,6870.25,215.7592,168.6875,1506.2784625,-0.20825,1.584225,825.25,1621.15625,0.0034625,0.0353375,0.0033375,0.021025,0.0052625,0.0313499999999999,7.90465,0.0
ringnorm_V15,7400.0,0.199125,0.5629875,-7203.875,7197.0,222.5332875,170.5625,1504.9617999999998,-0.1975499999999999,1.6253874999999998,825.5,1617.71875,0.001975,0.031775,0.0020624999999999,0.02145,0.0034499999999999,0.0318375,7.939325,0.0
ringnorm_V15,7400.0,0.151225,0.5460999999999999,-7213.75,7284.5,221.56565,174.0,1501.4194624999998,-0.2191625,1.6579625,820.5625,1607.125,0.000975,0.0287875,0.003175,0.0197625,0.00505,0.0293375,7.9601625,0.0
ringnorm_V15,7400.0,0.0987375,0.5319625,-7213.75,7372.0,219.4194375,171.125,1504.969075,-0.2045,1.6300500000000002,824.625,1615.625,0.001325,0.032225,0.0030499999999999,0.019425,0.0046125,0.028925,7.9875375,0.0
ringnorm_V15,7400.0,0.0511249999999999,0.5197875,-7342.0,7284.5,221.3673625,171.3125,1506.44165,-0.208875,1.635075,823.4375,1614.15625,0.0018625,0.0281374999999999,0.0049625,0.0177375,0.0075125,0.026425,8.011875,0.0
ringnorm_V3,7400.0,0.500525,0.6776249999999999,-7309.5,6741.75,174.4471625,149.625,1548.7424625,-0.27285,1.3796499999999998,840.6875,1645.59375,0.002675,0.0500375,0.0028,0.0354375,0.004125,0.0518875,7.6984,0.0
ringnorm_V3,7400.0,0.451725,0.6593875,-7214.75,7236.5,193.1584375,157.4375,1549.16295,-0.2352374999999999,1.448225,839.625,1641.8125,0.0030374999999999,0.0500624999999999,0.0021375,0.0350375,0.003425,0.0514375,7.7555875,0.0
ringnorm_V3,7400.0,0.3984749999999999,0.63785,-7281.5,7246.75,185.8937625,150.875,1546.6876625,-0.2367999999999999,1.4083,838.375,1640.90625,0.0057874999999999,0.049275,0.0033,0.0358625,0.0056625,0.0529875,7.808487500000001,0.0
ringnorm_V3,7400.0,0.3516999999999999,0.6202249999999999,-6933.875,7353.375,184.49377500000003,150.375,1545.0694999999998,-0.2435125,1.3809625,838.25,1642.75,0.0023625,0.0424625,0.0015624999999999,0.0308374999999999,0.0023624999999999,0.0456499999999999,7.84605,0.0
ringnorm_V3,7400.0,0.2982749999999999,0.6012625,-7521.75,7418.5,186.709225,154.8125,1542.0582375,-0.2342625,1.397725,838.9375,1642.875,0.004675,0.044825,0.0030625,0.0313624999999999,0.004725,0.04625,7.8877625,0.0
ringnorm_V3,7400.0,0.250075,0.5848625000000001,-7521.75,7418.5,183.0503375,147.75,1541.17295,-0.2338,1.4146,837.4375,1642.40625,0.0037124999999999,0.0445874999999999,0.0024124999999999,0.0333125,0.0041625,0.049,7.919074999999999,0.0
ringnorm_V3,7400.0,0.202,0.57195,-7734.0,7611.0,187.473225,151.875,1545.8339375,-0.2300125,1.4274749999999998,840.3125,1643.125,0.0030625,0.04135,0.0025499999999999,0.03025,0.0041125,0.0446125,7.953212499999999,0.0
ringnorm_V3,7400.0,0.151425,0.5546,-7627.875,7611.0,186.5747875,150.0625,1539.930725,-0.2389874999999999,1.430225,836.25,1635.96875,0.0011875,0.0371625,0.0024125,0.0281125,0.00395,0.041375,7.976,0.0
ringnorm_V3,7400.0,0.099075,0.5400625,-7328.25,7611.0,182.76291250000003,151.0,1542.0483125,-0.2353124999999999,1.41105,836.5625,1640.65625,0.002275,0.0402125,0.0041125,0.0306875,0.006725,0.0452,8.004375,0.0
ringnorm_V3,7400.0,0.0492,0.5264875,-7734.0,7611.0,184.7607375,150.6875,1541.9055375,-0.2324625,1.417,836.9375,1639.875,0.0042125,0.03895,0.0044875,0.0304625,0.0073624999999999,0.044875,8.0269625,0.0
abalone_'Diameter',4177.0,0.4979625,0.0504875,0.06375,0.6375,0.4080499999999999,0.4243749999999999,0.0992125,-0.6156,-0.0180875,0.065,0.1323375,0.8634124999999999,0.9872625,0.7469625,0.908475,0.894925,0.9835875,4.3087875,0.0085
abalone_'Diameter',4177.0,0.4517,0.0465,0.064375,0.64,0.4075,0.423125,0.0993875,-0.6059875,-0.050175,0.066875,0.133125,0.854775,0.987025,0.7482125,0.90825,0.89625,0.983375,4.3133625,0.0084875
abalone_'Diameter',4177.0,0.4006375,0.0430374999999999,0.06875,0.6475000000000001,0.4084249999999999,0.4243749999999999,0.0990125,-0.607525,-0.03275,0.065,0.1321875,0.8551000000000002,0.9868125,0.7443500000000001,0.907425,0.8934250000000001,0.983075,4.3123000000000005,0.0081374999999999
abalone_'Diameter',4177.0,0.3508625,0.0402,0.064375,0.6425000000000001,0.4079625,0.4237499999999999,0.0993125,-0.6015875,-0.0534874999999999,0.065625,0.13125,0.8251124999999999,0.987175,0.7494,0.9083875,0.8970625000000001,0.9835125,4.3174125,0.008075
abalone_'Diameter',4177.0,0.301,0.0367749999999999,0.0824999999999999,0.6425000000000001,0.4080125,0.4243749999999999,0.0990124999999999,-0.6075375000000001,-0.0553,0.065625,0.13125,0.8393875,0.986875,0.7473125,0.908325,0.895425,0.983425,4.315262499999999,0.008275
abalone_'Diameter',4177.0,0.2487624999999999,0.034775,0.059375,0.6425,0.40795,0.4243749999999999,0.0994624999999999,-0.6150875,-0.044775,0.065,0.1321875,0.824175,0.987225,0.74665,0.90835,0.8948250000000001,0.9833625,4.3191875,0.0080375
abalone_'Diameter',4177.0,0.199325,0.032525,0.055,0.6425000000000001,0.4075999999999999,0.4243749999999999,0.099225,-0.6119000000000001,-0.0367249999999999,0.065,0.1325,0.83715,0.9867875,0.74685,0.90815,0.89515,0.9832875,4.317662500000001,0.0082125
abalone_'Diameter',4177.0,0.1472875,0.0308875,0.055,0.6475000000000001,0.4080625,0.4249999999999999,0.0989874999999999,-0.6089000000000001,-0.03665,0.065,0.13125,0.8308,0.98665,0.7469375,0.90755,0.8952249999999999,0.983125,4.31785,0.0080125
abalone_'Diameter',4177.0,0.099575,0.0293125,0.059375,0.65,0.4078125,0.4243749999999999,0.0993125,-0.6128625000000001,-0.038475,0.065,0.13125,0.8355124999999999,0.9869625,0.74785,0.908275,0.8959250000000001,0.9833875,4.3210500000000005,0.0080125
abalone_'Diameter',4177.0,0.0506625,0.0279,0.055,0.65,0.408075,0.4249999999999999,0.0991375,-0.609475,-0.0452,0.065,0.13,0.8376874999999999,0.986725,0.747525,0.9078375,0.8955624999999999,0.9832375,4.3205125,0.0080124999999999
abalone_'Length',4177.0,0.5018125,0.0610374999999999,0.1075,0.80375,0.5243625,0.544375,0.119275,-0.6288625,0.0617625,0.0778124999999999,0.163125,0.828725,0.98655,0.7345124999999999,0.9074375,0.88825,0.9830375,4.492,0.0059
abalone_'Length',4177.0,0.4511375000000001,0.056175,0.09375,0.8012499999999998,0.5238375000000001,0.5437500000000001,0.12,-0.6360750000000001,0.0625,0.080625,0.164375,0.8225125,0.9868625,0.736025,0.90845,0.889,0.9835125,4.498762500000001,0.0056875
abalone_'Length',4177.0,0.3985375,0.0517125,0.079375,0.8018749999999999,0.5234125000000001,0.5434375,0.12065,-0.64455,0.0480124999999999,0.0796875,0.1642125,0.8412375000000001,0.986825,0.734925,0.9082375,0.8881000000000001,0.983325,4.507875,0.0056625
abalone_'Length',4177.0,0.3489625,0.0483625,0.0837499999999999,0.8131249999999999,0.5234875,0.541875,0.1206749999999999,-0.6263124999999999,0.0356374999999999,0.08,0.165625,0.8195625,0.9867875,0.736175,0.90895,0.8892125000000002,0.9835125,4.513375,0.00555
abalone_'Length',4177.0,0.2946,0.0444125,0.075,0.80875,0.523575,0.5425,0.1195374999999999,-0.6415125,0.0893,0.08,0.164375,0.8346625000000001,0.9868375,0.7352125,0.9078875,0.88855,0.9832,4.5045875,0.005575
abalone_'Length',4177.0,0.2524625,0.0421625,0.079375,0.8068749999999999,0.5231625,0.5437500000000001,0.1206125,-0.648075,0.0665875,0.08,0.165,0.8201625,0.9867625,0.735025,0.908,0.88865,0.9832,4.5137125,0.005525
abalone_'Length',4177.0,0.198775,0.0395,0.088125,0.8025,0.52365,0.5425,0.1201624999999999,-0.642,0.0662625,0.08,0.165,0.85345,0.9869,0.7360125,0.908225,0.8891000000000001,0.983325,4.512525,0.0054625
abalone_'Length',4177.0,0.1583375,0.0377499999999999,0.079375,0.8131249999999999,0.5241,0.544375,0.1198875,-0.633825,0.063975,0.08,0.165,0.8559,0.9867625,0.7353999999999999,0.908775,0.8887875000000001,0.983575,4.513012499999999,0.0055249999999999
abalone_'Length',4177.0,0.0989125,0.0353625,0.0881249999999999,0.8149999999999997,0.52395,0.54375,0.1200125,-0.64105,0.0660375,0.08,0.165,0.8377375,0.9866875,0.7339875,0.9077875,0.887625,0.9832,4.5132625,0.0054375
abalone_'Length',4177.0,0.0490749999999999,0.0336125,0.079375,0.8149999999999997,0.5242375,0.545,0.119975,-0.6401375,0.0597375,0.08,0.165,0.8242625000000001,0.98695,0.73365,0.9080625,0.8873375,0.983325,4.5138375,0.00545
abalone_'Shell_weight',4177.0,0.4988874999999999,0.3297124999999999,0.0020625,0.957125,0.239,0.2325375,0.1400375,0.64225,0.6152875,0.0995124999999999,0.19805,0.8655624999999999,0.955525,0.767125,0.8641125,0.9192875,0.9702625,5.9767625,0.0001
abalone_'Shell_weight',4177.0,0.4504749999999999,0.3131874999999999,0.002125,0.978,0.2388124999999999,0.2333499999999999,0.14015,0.6523125000000001,0.6635125,0.10025,0.1991875,0.8140625,0.9562375,0.7655249999999999,0.8629749999999999,0.9182625,0.9696875,5.9903,0.0001
abalone_'Shell_weight',4177.0,0.401725,0.3021625,0.0021249999999999,0.99,0.2394875,0.2337499999999999,0.1398375,0.6275,0.5976250000000001,0.1001,0.1991625,0.80255,0.95525,0.7648874999999999,0.86235,0.9172375,0.9694125,6.018925,0.0001
abalone_'Shell_weight',4177.0,0.3479374999999999,0.2897875,0.0020625,0.96,0.2393125,0.2346249999999999,0.1391,0.58855,0.4033249999999999,0.0998749999999999,0.198,0.8144875,0.955775,0.7661875,0.862825,0.9188875,0.9697875,6.04395,0.0001
abalone_'Shell_weight',4177.0,0.30035,0.275825,0.0020625,0.9765,0.2401625,0.2346874999999999,0.1399125,0.623025,0.5304,0.1000249999999999,0.1989125,0.812725,0.955075,0.7634500000000001,0.8614375000000001,0.9171,0.9689625,6.04365,0.0001
abalone_'Shell_weight',4177.0,0.252075,0.2660125,0.0016874999999999,0.9375,0.2393624999999999,0.2340999999999999,0.1391125,0.60695,0.4938125,0.0997874999999999,0.1987375,0.7972875,0.9560875,0.7647250000000001,0.8616375,0.9179625,0.9692999999999998,6.059075,0.0001
abalone_'Shell_weight',4177.0,0.2027,0.256,0.0018124999999999,0.9765,0.2381624999999999,0.2326875,0.1387999999999999,0.60715,0.4676875,0.1,0.1983125,0.8226125,0.956025,0.7655749999999999,0.8625875000000001,0.918575,0.96965,6.0702875,0.0001
abalone_'Shell_weight',4177.0,0.1473,0.2455625,0.0014999999999999,0.99,0.2392375,0.233975,0.13915,0.6139,0.509425,0.0995375,0.1987,0.8160499999999998,0.9551125,0.7638624999999999,0.8617875,0.917375,0.9692375,6.085962500000001,0.0001
abalone_'Shell_weight',4177.0,0.0976,0.2365749999999999,0.0016874999999999,0.9915,0.238525,0.2331,0.1391625,0.6150500000000001,0.5006625,0.09965,0.1987125,0.8200250000000001,0.9553125,0.7650125,0.86235,0.918075,0.9694,6.0905000000000005,0.0001
abalone_'Shell_weight',4177.0,0.050425,0.2292375,0.0014999999999999,0.978,0.2391625,0.2343749999999999,0.139225,0.6186125,0.51915,0.0997499999999999,0.1987125,0.8136999999999999,0.955575,0.7645124999999999,0.8621875000000001,0.9178375,0.969525,6.1011625,0.0001
BachChoralHarmony_V2,5665.0,0.49815,0.0658875,1.0,206.125,53.267225,47.5,37.3677625,0.9444125,0.8798,25.25,50.875,0.0839625,0.0839625,0.057125,0.057125,0.0762,0.0762,4.8634,0.0026499999999999
BachChoralHarmony_V2,5665.0,0.4509124999999999,0.06125,1.0,205.75,53.2778375,47.625,37.3609375,0.9416125,0.881025,25.0,51.125,0.0844249999999999,0.0844249999999999,0.05755,0.05755,0.0766375,0.0766375,4.8667,0.002575
BachChoralHarmony_V2,5665.0,0.3992875,0.0569249999999999,1.0,206.125,53.338275,47.75,37.29755,0.9371625,0.87295,25.0625,50.9375,0.082925,0.082925,0.0564375,0.0564375,0.0750625,0.0750625,4.87065,0.002525
BachChoralHarmony_V2,5665.0,0.34625,0.0522125,1.0,206.125,53.279075,47.5,37.2359625,0.9274625,0.8285625,25.0,50.875,0.0829,0.0829,0.0573125,0.0573125,0.0763875,0.0763875,4.8718,0.0025375
BachChoralHarmony_V2,5665.0,0.3001,0.049925,1.0,206.625,53.369125,47.75,37.491675,0.945825,0.884125,25.125,51.03125,0.0776249999999999,0.0776249999999999,0.051875,0.051875,0.0691,0.0691,4.8777875,0.0023625
BachChoralHarmony_V2,5665.0,0.2539375,0.0467,1.0,206.25,53.30435,47.625,37.28631250000001,0.9312875,0.8334625,25.0,50.875,0.0746,0.0746,0.0508249999999999,0.0508249999999999,0.0677,0.0677,4.8768375,0.0023875
BachChoralHarmony_V2,5665.0,0.198925,0.0443125,1.0,206.625,53.4006,47.875,37.3059375,0.9368625,0.8653500000000001,25.0,50.875,0.074475,0.074475,0.0506249999999999,0.0506249999999999,0.067475,0.067475,4.879275000000001,0.00235
BachChoralHarmony_V2,5665.0,0.1486375,0.0418375,1.0,206.875,53.343425,47.875,37.251975,0.9298375,0.8443499999999999,25.25,51.125,0.0770625,0.0770625,0.0519874999999999,0.0519874999999999,0.0692125,0.0692125,4.8799,0.0022875
BachChoralHarmony_V2,5665.0,0.1008625,0.03995,1.0,206.75,53.3770375,48.0,37.18805,0.928125,0.845175,25.0,50.875,0.0775375,0.0775375,0.0532249999999999,0.0532249999999999,0.0708624999999999,0.0708624999999999,4.880675,0.00225
BachChoralHarmony_V2,5665.0,0.0491249999999999,0.0382,1.0,206.875,53.358475,48.0,37.2681125,0.930475,0.846125,25.0,51.0,0.0770375,0.0770375,0.0533125,0.0533125,0.0710125,0.0710125,4.8829125,0.00225
bank_duration,3074.0,0.4979249999999999,0.3861375,4.75,2818.75,266.8301,183.25,270.8527125,3.0662000000000003,15.1871125,95.875,225.34375,0.0062875,0.0747375,0.018025,0.081075,0.0252375,0.1096125,6.1421375000000005,0.0002
bank_duration,3074.0,0.449775,0.36855,4.375,2818.75,268.064525,185.4375,267.727275,2.896275,13.5244625,97.6875,226.5,0.0042,0.07345,0.0172875,0.0780875,0.0251999999999999,0.105275,6.173137499999999,0.0001875
bank_duration,3074.0,0.4036375,0.3482875,4.375,2921.875,268.56121249999995,185.1875,272.13592500000004,3.0096125,14.7211,96.9375,225.3125,0.004875,0.07655,0.022525,0.0778625,0.0333,0.10525,6.1844875,0.0002
bank_duration,3074.0,0.3561875,0.33645,4.375,2993.0,268.526175,186.5,267.240675,2.9055125,13.9665875,97.9375,227.9375,0.0062125,0.0667249999999999,0.019775,0.07485,0.0278,0.1011875,6.2161125,0.0001625
bank_duration,3074.0,0.29965,0.316925,4.375,2825.875,268.10956250000004,185.875,266.20855,2.8258375,12.663937499999998,97.375,227.0,0.002675,0.0730875,0.0166125,0.07375,0.0226875,0.0997625,6.2298625,0.000125
