subject,predicate,name_predicate,value_predicate,object
frogs_MFCCs_14,propertyValue,,-0.0394625,mean
frogs_MFCCs_14,propertyValue,,-0.0515375,median
frogs_MFCCs_14,propertyValue,,0.152775,std
frogs_MFCCs_14,propertyValue,,0.3849875,skewness
frogs_MFCCs_14,propertyValue,,0.13695,kurtosis
frogs_MFCCs_14,propertyValue,,0.0837249999999999,mad
frogs_MFCCs_14,propertyValue,,0.1707375,iqr
frogs_MFCCs_14,propertyValue,,0.0936625,p_min
frogs_MFCCs_14,propertyValue,,0.845825,p_max
frogs_MFCCs_14,propertyValue,,0.046125,k_min
frogs_MFCCs_14,propertyValue,,0.6916875,k_max
frogs_MFCCs_14,propertyValue,,0.0793,s_min
frogs_MFCCs_14,propertyValue,,0.867775,s_max
frogs_MFCCs_14,propertyValue,,8.190462499999999,entropy
frogs_MFCCs_14,propertyValue,,0.0,density
frogs_MFCCs_14,propertyValue,,7195.0,n_tuples
frogs_MFCCs_14,propertyValue,,0.4491875000000001,missing_perc
frogs_MFCCs_14,propertyValue,,1.0,uniqueness
frogs_MFCCs_14,propertyValue,,-0.5761,min
frogs_MFCCs_14,propertyValue,,0.503825,max
frogs_MFCCs_14,propertyValue,,-0.039525,mean
frogs_MFCCs_14,propertyValue,,-0.051025,median
frogs_MFCCs_14,propertyValue,,0.151675,std
frogs_MFCCs_14,propertyValue,,0.375125,skewness
frogs_MFCCs_14,propertyValue,,0.1147125,kurtosis
frogs_MFCCs_14,propertyValue,,0.0846875,mad
frogs_MFCCs_14,propertyValue,,0.1717,iqr
frogs_MFCCs_14,propertyValue,,0.0872125,p_min
frogs_MFCCs_14,propertyValue,,0.8451375000000001,p_max
frogs_MFCCs_14,propertyValue,,0.0428749999999999,k_min
frogs_MFCCs_14,propertyValue,,0.6930624999999999,k_max
frogs_MFCCs_14,propertyValue,,0.0737125,s_min
frogs_MFCCs_14,propertyValue,,0.8687,s_max
frogs_MFCCs_14,propertyValue,,8.284749999999999,entropy
frogs_MFCCs_14,propertyValue,,0.0,density
frogs_MFCCs_14,propertyValue,,7195.0,n_tuples
frogs_MFCCs_14,propertyValue,,0.4013125,missing_perc
frogs_MFCCs_14,propertyValue,,1.0,uniqueness
frogs_MFCCs_14,propertyValue,,-0.5884375,min
frogs_MFCCs_14,propertyValue,,0.5581999999999999,max
frogs_MFCCs_14,propertyValue,,-0.0392499999999999,mean
frogs_MFCCs_14,propertyValue,,-0.05105,median
frogs_MFCCs_14,propertyValue,,0.1527625,std
frogs_MFCCs_14,propertyValue,,0.3764125,skewness
frogs_MFCCs_14,propertyValue,,0.1308625,kurtosis
frogs_MFCCs_14,propertyValue,,0.08435,mad
frogs_MFCCs_14,propertyValue,,0.1713,iqr
frogs_MFCCs_14,propertyValue,,0.089275,p_min
frogs_MFCCs_14,propertyValue,,0.8447249999999998,p_max
frogs_MFCCs_14,propertyValue,,0.0431875,k_min
frogs_MFCCs_14,propertyValue,,0.6920625,k_max
frogs_MFCCs_14,propertyValue,,0.07575,s_min
frogs_MFCCs_14,propertyValue,,0.8683875,s_max
frogs_MFCCs_14,propertyValue,,8.368087500000001,entropy
frogs_MFCCs_14,propertyValue,,0.0,density
frogs_MFCCs_14,propertyValue,,7195.0,n_tuples
frogs_MFCCs_14,propertyValue,,0.3555375,missing_perc
frogs_MFCCs_14,propertyValue,,1.0,uniqueness
frogs_MFCCs_14,propertyValue,,-0.5805874999999999,min
frogs_MFCCs_14,propertyValue,,0.51935,max
frogs_MFCCs_14,propertyValue,,-0.03845,mean
frogs_MFCCs_14,propertyValue,,-0.0505749999999999,median
frogs_MFCCs_14,propertyValue,,0.1528,std
frogs_MFCCs_14,propertyValue,,0.385625,skewness
frogs_MFCCs_14,propertyValue,,0.0872875,kurtosis
frogs_MFCCs_14,propertyValue,,0.0848249999999999,mad
frogs_MFCCs_14,propertyValue,,0.172375,iqr
frogs_MFCCs_14,propertyValue,,0.096775,p_min
frogs_MFCCs_14,propertyValue,,0.8438375,p_max
frogs_MFCCs_14,propertyValue,,0.0480875,k_min
frogs_MFCCs_14,propertyValue,,0.6926125,k_max
frogs_MFCCs_14,propertyValue,,0.0826374999999999,s_min
frogs_MFCCs_14,propertyValue,,0.868775,s_max
frogs_MFCCs_14,propertyValue,,8.441775,entropy
frogs_MFCCs_14,propertyValue,,0.0,density
frogs_MFCCs_14,propertyValue,,7195.0,n_tuples
frogs_MFCCs_14,propertyValue,,0.2993875,missing_perc
frogs_MFCCs_14,propertyValue,,1.0,uniqueness
frogs_MFCCs_14,propertyValue,,-0.586475,min
frogs_MFCCs_14,propertyValue,,0.5746,max
frogs_MFCCs_14,propertyValue,,-0.0382625,mean
frogs_MFCCs_14,propertyValue,,-0.0498875,median
frogs_MFCCs_14,propertyValue,,0.1527375,std
frogs_MFCCs_14,propertyValue,,0.37635,skewness
frogs_MFCCs_14,propertyValue,,0.114625,kurtosis
frogs_MFCCs_14,propertyValue,,0.0854125,mad
frogs_MFCCs_14,propertyValue,,0.1731,iqr
frogs_MFCCs_14,propertyValue,,0.089825,p_min
frogs_MFCCs_14,propertyValue,,0.8433875000000001,p_max
frogs_MFCCs_14,propertyValue,,0.0428874999999999,k_min
frogs_MFCCs_14,propertyValue,,0.6920499999999998,k_max
frogs_MFCCs_14,propertyValue,,0.0754125,s_min
frogs_MFCCs_14,propertyValue,,0.86875,s_max
frogs_MFCCs_14,propertyValue,,8.5253125,entropy
frogs_MFCCs_14,propertyValue,,0.0,density
frogs_MFCCs_14,propertyValue,,7195.0,n_tuples
frogs_MFCCs_14,propertyValue,,0.2513875,missing_perc
frogs_MFCCs_14,propertyValue,,1.0,uniqueness
frogs_MFCCs_14,propertyValue,,-0.58255,min
frogs_MFCCs_14,propertyValue,,0.54555,max
frogs_MFCCs_14,propertyValue,,-0.0388625,mean
frogs_MFCCs_14,propertyValue,,-0.0507375,median
frogs_MFCCs_14,propertyValue,,0.1527,std
frogs_MFCCs_14,propertyValue,,0.3793125,skewness
frogs_MFCCs_14,propertyValue,,0.1210749999999999,kurtosis
frogs_MFCCs_14,propertyValue,,0.0844374999999999,mad
frogs_MFCCs_14,propertyValue,,0.1715374999999999,iqr
frogs_MFCCs_14,propertyValue,,0.097875,p_min
frogs_MFCCs_14,propertyValue,,0.8438500000000001,p_max
frogs_MFCCs_14,propertyValue,,0.0494374999999999,k_min
frogs_MFCCs_14,propertyValue,,0.691875,k_max
frogs_MFCCs_14,propertyValue,,0.0842,s_min
frogs_MFCCs_14,propertyValue,,0.8685624999999999,s_max
frogs_MFCCs_14,propertyValue,,8.5915875,entropy
frogs_MFCCs_14,propertyValue,,0.0,density
frogs_MFCCs_14,propertyValue,,7195.0,n_tuples
frogs_MFCCs_14,propertyValue,,0.20155,missing_perc
frogs_MFCCs_14,propertyValue,,1.0,uniqueness
frogs_MFCCs_14,propertyValue,,-0.586475,min
frogs_MFCCs_14,propertyValue,,0.5757,max
frogs_MFCCs_14,propertyValue,,-0.0389249999999999,mean
frogs_MFCCs_14,propertyValue,,-0.0508,median
frogs_MFCCs_14,propertyValue,,0.1526125,std
frogs_MFCCs_14,propertyValue,,0.3869,skewness
frogs_MFCCs_14,propertyValue,,0.1415625,kurtosis
frogs_MFCCs_14,propertyValue,,0.0845624999999999,mad
frogs_MFCCs_14,propertyValue,,0.1723,iqr
frogs_MFCCs_14,propertyValue,,0.088375,p_min
frogs_MFCCs_14,propertyValue,,0.842675,p_max
frogs_MFCCs_14,propertyValue,,0.0423,k_min
frogs_MFCCs_14,propertyValue,,0.6907625,k_max
frogs_MFCCs_14,propertyValue,,0.0739875,s_min
frogs_MFCCs_14,propertyValue,,0.867325,s_max
frogs_MFCCs_14,propertyValue,,8.6560375,entropy
frogs_MFCCs_14,propertyValue,,0.0,density
frogs_MFCCs_14,propertyValue,,7195.0,n_tuples
frogs_MFCCs_14,propertyValue,,0.1507875,missing_perc
frogs_MFCCs_14,propertyValue,,1.0,uniqueness
frogs_MFCCs_14,propertyValue,,-0.5884375,min
frogs_MFCCs_14,propertyValue,,0.5757,max
frogs_MFCCs_14,propertyValue,,-0.0389374999999999,mean
frogs_MFCCs_14,propertyValue,,-0.051175,median
frogs_MFCCs_14,propertyValue,,0.1533,std
frogs_MFCCs_14,propertyValue,,0.3867624999999999,skewness
frogs_MFCCs_14,propertyValue,,0.1153749999999999,kurtosis
frogs_MFCCs_14,propertyValue,,0.085175,mad
frogs_MFCCs_14,propertyValue,,0.173875,iqr
frogs_MFCCs_14,propertyValue,,0.0884499999999999,p_min
frogs_MFCCs_14,propertyValue,,0.8441624999999999,p_max
frogs_MFCCs_14,propertyValue,,0.0433625,k_min
frogs_MFCCs_14,propertyValue,,0.6917500000000001,k_max
frogs_MFCCs_14,propertyValue,,0.0755625,s_min
frogs_MFCCs_14,propertyValue,,0.8681000000000001,s_max
frogs_MFCCs_14,propertyValue,,8.717725,entropy
frogs_MFCCs_14,propertyValue,,0.0,density
frogs_MFCCs_14,propertyValue,,7195.0,n_tuples
frogs_MFCCs_14,propertyValue,,0.0993375,missing_perc
frogs_MFCCs_14,propertyValue,,1.0,uniqueness
frogs_MFCCs_14,propertyValue,,-0.5903999999999999,min
frogs_MFCCs_14,propertyValue,,0.5735,max
frogs_MFCCs_14,propertyValue,,-0.0399874999999999,mean
frogs_MFCCs_14,propertyValue,,-0.0515124999999999,median
frogs_MFCCs_14,propertyValue,,0.1525375,std
frogs_MFCCs_14,propertyValue,,0.3854125,skewness
frogs_MFCCs_14,propertyValue,,0.1310124999999999,kurtosis
frogs_MFCCs_14,propertyValue,,0.0846249999999999,mad
frogs_MFCCs_14,propertyValue,,0.1717,iqr
frogs_MFCCs_14,propertyValue,,0.0932249999999999,p_min
frogs_MFCCs_14,propertyValue,,0.8436875,p_max
frogs_MFCCs_14,propertyValue,,0.0453125,k_min
frogs_MFCCs_14,propertyValue,,0.6908875000000001,k_max
frogs_MFCCs_14,propertyValue,,0.07845,s_min
frogs_MFCCs_14,propertyValue,,0.8675,s_max
frogs_MFCCs_14,propertyValue,,8.776499999999999,entropy
frogs_MFCCs_14,propertyValue,,0.0,density
frogs_MFCCs_14,propertyValue,,7195.0,n_tuples
frogs_MFCCs_14,propertyValue,,0.0506374999999999,missing_perc
frogs_MFCCs_14,propertyValue,,1.0,uniqueness
frogs_MFCCs_14,propertyValue,,-0.5903999999999999,min
frogs_MFCCs_14,propertyValue,,0.5757,max
frogs_MFCCs_14,propertyValue,,-0.039325,mean
frogs_MFCCs_14,propertyValue,,-0.0508,median
frogs_MFCCs_14,propertyValue,,0.1522125,std
frogs_MFCCs_14,propertyValue,,0.3808625,skewness
frogs_MFCCs_14,propertyValue,,0.1309625,kurtosis
frogs_MFCCs_14,propertyValue,,0.084525,mad
frogs_MFCCs_14,propertyValue,,0.1715124999999999,iqr
frogs_MFCCs_14,propertyValue,,0.0904,p_min
frogs_MFCCs_14,propertyValue,,0.8418625,p_max
frogs_MFCCs_14,propertyValue,,0.0442625,k_min
frogs_MFCCs_14,propertyValue,,0.6901625,k_max
frogs_MFCCs_14,propertyValue,,0.0766,s_min
frogs_MFCCs_14,propertyValue,,0.8670125000000001,s_max
frogs_MFCCs_14,propertyValue,,8.8292,entropy
frogs_MFCCs_14,propertyValue,,0.0,density
frogs_MFCCs_7,propertyValue,,7195.0,n_tuples
frogs_MFCCs_7,propertyValue,,0.4961875,missing_perc
frogs_MFCCs_7,propertyValue,,1.0,uniqueness
frogs_MFCCs_7,propertyValue,,-0.46655,min
frogs_MFCCs_7,propertyValue,,0.983775,max
frogs_MFCCs_7,propertyValue,,-0.0016999999999999,mean
frogs_MFCCs_7,propertyValue,,-0.0530874999999999,median
frogs_MFCCs_7,propertyValue,,0.171825,std
frogs_MFCCs_7,propertyValue,,1.26675,skewness
frogs_MFCCs_7,propertyValue,,1.5840500000000002,kurtosis
frogs_MFCCs_7,propertyValue,,0.0945749999999999,mad
frogs_MFCCs_7,propertyValue,,0.2111374999999999,iqr
frogs_MFCCs_7,propertyValue,,0.3248999999999999,p_min
frogs_MFCCs_7,propertyValue,,0.814175,p_max
frogs_MFCCs_7,propertyValue,,0.2223375,k_min
frogs_MFCCs_7,propertyValue,,0.5407125,k_max
frogs_MFCCs_7,propertyValue,,0.3297124999999999,s_min
frogs_MFCCs_7,propertyValue,,0.7405625,s_max
frogs_MFCCs_7,propertyValue,,8.195549999999999,entropy
frogs_MFCCs_7,propertyValue,,0.0,density
frogs_MFCCs_7,propertyValue,,7195.0,n_tuples
frogs_MFCCs_7,propertyValue,,0.4497,missing_perc
frogs_MFCCs_7,propertyValue,,1.0,uniqueness
frogs_MFCCs_7,propertyValue,,-0.46865,min
frogs_MFCCs_7,propertyValue,,0.9290875,max
frogs_MFCCs_7,propertyValue,,-0.0012875,mean
frogs_MFCCs_7,propertyValue,,-0.0517875,median
frogs_MFCCs_7,propertyValue,,0.1717125,std
frogs_MFCCs_7,propertyValue,,1.2609625000000002,skewness
frogs_MFCCs_7,propertyValue,,1.525525,kurtosis
frogs_MFCCs_7,propertyValue,,0.0946,mad
frogs_MFCCs_7,propertyValue,,0.2105999999999999,iqr
frogs_MFCCs_7,propertyValue,,0.3318625,p_min
frogs_MFCCs_7,propertyValue,,0.8123499999999999,p_max
frogs_MFCCs_7,propertyValue,,0.229125,k_min
frogs_MFCCs_7,propertyValue,,0.5393499999999999,k_max
frogs_MFCCs_7,propertyValue,,0.3390999999999999,s_min
frogs_MFCCs_7,propertyValue,,0.7388625000000001,s_max
frogs_MFCCs_7,propertyValue,,8.2837875,entropy
frogs_MFCCs_7,propertyValue,,0.0,density
frogs_MFCCs_7,propertyValue,,7195.0,n_tuples
frogs_MFCCs_7,propertyValue,,0.3989,missing_perc
frogs_MFCCs_7,propertyValue,,1.0,uniqueness
frogs_MFCCs_7,propertyValue,,-0.4978625,min
frogs_MFCCs_7,propertyValue,,0.983775,max
frogs_MFCCs_7,propertyValue,,-0.0009875,mean
frogs_MFCCs_7,propertyValue,,-0.0531874999999999,median
frogs_MFCCs_7,propertyValue,,0.172075,std
frogs_MFCCs_7,propertyValue,,1.2375125,skewness
frogs_MFCCs_7,propertyValue,,1.4194125000000002,kurtosis
frogs_MFCCs_7,propertyValue,,0.09505,mad
frogs_MFCCs_7,propertyValue,,0.2125999999999999,iqr
frogs_MFCCs_7,propertyValue,,0.32965,p_min
frogs_MFCCs_7,propertyValue,,0.8132375000000001,p_max
frogs_MFCCs_7,propertyValue,,0.2291875,k_min
frogs_MFCCs_7,propertyValue,,0.5384625000000001,k_max
frogs_MFCCs_7,propertyValue,,0.3378875,s_min
frogs_MFCCs_7,propertyValue,,0.7379375,s_max
frogs_MFCCs_7,propertyValue,,8.3721125,entropy
frogs_MFCCs_7,propertyValue,,0.0,density
frogs_MFCCs_7,propertyValue,,7195.0,n_tuples
frogs_MFCCs_7,propertyValue,,0.3484875,missing_perc
frogs_MFCCs_7,propertyValue,,1.0,uniqueness
frogs_MFCCs_7,propertyValue,,-0.4540625,min
frogs_MFCCs_7,propertyValue,,0.983775,max
frogs_MFCCs_7,propertyValue,,-0.0021,mean
frogs_MFCCs_7,propertyValue,,-0.05395,median
frogs_MFCCs_7,propertyValue,,0.171175,std
frogs_MFCCs_7,propertyValue,,1.2572125,skewness
frogs_MFCCs_7,propertyValue,,1.4916625,kurtosis
frogs_MFCCs_7,propertyValue,,0.0943625,mad
frogs_MFCCs_7,propertyValue,,0.211525,iqr
frogs_MFCCs_7,propertyValue,,0.3265375,p_min
frogs_MFCCs_7,propertyValue,,0.813725,p_max
frogs_MFCCs_7,propertyValue,,0.2249125,k_min
frogs_MFCCs_7,propertyValue,,0.5388375000000001,k_max
frogs_MFCCs_7,propertyValue,,0.3331,s_min
frogs_MFCCs_7,propertyValue,,0.738925,s_max
frogs_MFCCs_7,propertyValue,,8.452662499999999,entropy
frogs_MFCCs_7,propertyValue,,0.0,density
frogs_MFCCs_7,propertyValue,,7195.0,n_tuples
frogs_MFCCs_7,propertyValue,,0.2956625,missing_perc
frogs_MFCCs_7,propertyValue,,1.0,uniqueness
frogs_MFCCs_7,propertyValue,,-0.5194625,min
frogs_MFCCs_7,propertyValue,,0.9290875,max
frogs_MFCCs_7,propertyValue,,-0.00055,mean
frogs_MFCCs_7,propertyValue,,-0.0521125,median
frogs_MFCCs_7,propertyValue,,0.1721375,std
frogs_MFCCs_7,propertyValue,,1.22365,skewness
frogs_MFCCs_7,propertyValue,,1.337875,kurtosis
frogs_MFCCs_7,propertyValue,,0.0954874999999999,mad
frogs_MFCCs_7,propertyValue,,0.212325,iqr
frogs_MFCCs_7,propertyValue,,0.3334375,p_min
frogs_MFCCs_7,propertyValue,,0.8140499999999999,p_max
frogs_MFCCs_7,propertyValue,,0.2292124999999999,k_min
frogs_MFCCs_7,propertyValue,,0.542925,k_max
frogs_MFCCs_7,propertyValue,,0.33975,s_min
frogs_MFCCs_7,propertyValue,,0.7428624999999999,s_max
frogs_MFCCs_7,propertyValue,,8.530624999999999,entropy
frogs_MFCCs_7,propertyValue,,0.0,density
frogs_MFCCs_7,propertyValue,,7195.0,n_tuples
frogs_MFCCs_7,propertyValue,,0.2489625,missing_perc
frogs_MFCCs_7,propertyValue,,1.0,uniqueness
frogs_MFCCs_7,propertyValue,,-0.4958,min
frogs_MFCCs_7,propertyValue,,0.96755,max
frogs_MFCCs_7,propertyValue,,-0.0007875,mean
frogs_MFCCs_7,propertyValue,,-0.0519875,median
frogs_MFCCs_7,propertyValue,,0.1719375,std
frogs_MFCCs_7,propertyValue,,1.2411375,skewness
frogs_MFCCs_7,propertyValue,,1.3991375,kurtosis
frogs_MFCCs_7,propertyValue,,0.094925,mad
frogs_MFCCs_7,propertyValue,,0.2108749999999999,iqr
frogs_MFCCs_7,propertyValue,,0.3244375,p_min
frogs_MFCCs_7,propertyValue,,0.8126249999999999,p_max
frogs_MFCCs_7,propertyValue,,0.2255625,k_min
frogs_MFCCs_7,propertyValue,,0.539225,k_max
frogs_MFCCs_7,propertyValue,,0.33385,s_min
frogs_MFCCs_7,propertyValue,,0.7390125000000001,s_max
frogs_MFCCs_7,propertyValue,,8.5948875,entropy
frogs_MFCCs_7,propertyValue,,0.0,density
frogs_MFCCs_7,propertyValue,,7195.0,n_tuples
frogs_MFCCs_7,propertyValue,,0.1998124999999999,missing_perc
frogs_MFCCs_7,propertyValue,,1.0,uniqueness
frogs_MFCCs_7,propertyValue,,-0.5066,min
frogs_MFCCs_7,propertyValue,,0.9918875,max
frogs_MFCCs_7,propertyValue,,-0.0017125,mean
frogs_MFCCs_7,propertyValue,,-0.053125,median
frogs_MFCCs_7,propertyValue,,0.1715874999999999,std
frogs_MFCCs_7,propertyValue,,1.2452500000000002,skewness
frogs_MFCCs_7,propertyValue,,1.4550249999999998,kurtosis
frogs_MFCCs_7,propertyValue,,0.0948,mad
frogs_MFCCs_7,propertyValue,,0.21115,iqr
frogs_MFCCs_7,propertyValue,,0.3275125,p_min
frogs_MFCCs_7,propertyValue,,0.8116125000000001,p_max
frogs_MFCCs_7,propertyValue,,0.2262875,k_min
frogs_MFCCs_7,propertyValue,,0.537325,k_max
frogs_MFCCs_7,propertyValue,,0.3348375,s_min
frogs_MFCCs_7,propertyValue,,0.7373875,s_max
frogs_MFCCs_7,propertyValue,,8.6582125,entropy
frogs_MFCCs_7,propertyValue,,0.0,density
frogs_MFCCs_7,propertyValue,,7195.0,n_tuples
frogs_MFCCs_7,propertyValue,,0.1524875,missing_perc
frogs_MFCCs_7,propertyValue,,1.0,uniqueness
frogs_MFCCs_7,propertyValue,,-0.539,min
frogs_MFCCs_7,propertyValue,,0.9290875,max
frogs_MFCCs_7,propertyValue,,-0.001275,mean
frogs_MFCCs_7,propertyValue,,-0.0526,median
frogs_MFCCs_7,propertyValue,,0.1714125,std
frogs_MFCCs_7,propertyValue,,1.2290875,skewness
frogs_MFCCs_7,propertyValue,,1.3610625,kurtosis
frogs_MFCCs_7,propertyValue,,0.0949124999999999,mad
frogs_MFCCs_7,propertyValue,,0.2116625,iqr
frogs_MFCCs_7,propertyValue,,0.3292125,p_min
frogs_MFCCs_7,propertyValue,,0.8127999999999999,p_max
frogs_MFCCs_7,propertyValue,,0.2273375,k_min
frogs_MFCCs_7,propertyValue,,0.5393749999999999,k_max
frogs_MFCCs_7,propertyValue,,0.3363374999999999,s_min
frogs_MFCCs_7,propertyValue,,0.73895,s_max
frogs_MFCCs_7,propertyValue,,8.7156625,entropy
frogs_MFCCs_7,propertyValue,,0.0,density
frogs_MFCCs_7,propertyValue,,7195.0,n_tuples
frogs_MFCCs_7,propertyValue,,0.097725,missing_perc
frogs_MFCCs_7,propertyValue,,1.0,uniqueness
frogs_MFCCs_7,propertyValue,,-0.539,min
frogs_MFCCs_7,propertyValue,,1.0,max
frogs_MFCCs_7,propertyValue,,-0.00155,mean
frogs_MFCCs_7,propertyValue,,-0.0529,median
frogs_MFCCs_7,propertyValue,,0.1713375,std
frogs_MFCCs_7,propertyValue,,1.2404125,skewness
frogs_MFCCs_7,propertyValue,,1.440925,kurtosis
frogs_MFCCs_7,propertyValue,,0.0947625,mad
frogs_MFCCs_7,propertyValue,,0.21145,iqr
frogs_MFCCs_7,propertyValue,,0.3295749999999999,p_min
frogs_MFCCs_7,propertyValue,,0.81305,p_max
frogs_MFCCs_7,propertyValue,,0.2281999999999999,k_min
frogs_MFCCs_7,propertyValue,,0.5400874999999999,k_max
frogs_MFCCs_7,propertyValue,,0.3373125,s_min
frogs_MFCCs_7,propertyValue,,0.7400624999999998,s_max
frogs_MFCCs_7,propertyValue,,8.7783,entropy
frogs_MFCCs_7,propertyValue,,0.0,density
frogs_MFCCs_7,propertyValue,,7195.0,n_tuples
frogs_MFCCs_7,propertyValue,,0.052025,missing_perc
frogs_MFCCs_7,propertyValue,,1.0,uniqueness
frogs_MFCCs_7,propertyValue,,-0.539,min
frogs_MFCCs_7,propertyValue,,1.0,max
frogs_MFCCs_7,propertyValue,,-0.0012625,mean
frogs_MFCCs_7,propertyValue,,-0.052725,median
frogs_MFCCs_7,propertyValue,,0.1715499999999999,std
frogs_MFCCs_7,propertyValue,,1.2438,skewness
frogs_MFCCs_7,propertyValue,,1.4429375000000002,kurtosis
frogs_MFCCs_7,propertyValue,,0.094825,mad
frogs_MFCCs_7,propertyValue,,0.211525,iqr
frogs_MFCCs_7,propertyValue,,0.3280249999999999,p_min
frogs_MFCCs_7,propertyValue,,0.8122750000000001,p_max
frogs_MFCCs_7,propertyValue,,0.2263875,k_min
frogs_MFCCs_7,propertyValue,,0.538875,k_max
frogs_MFCCs_7,propertyValue,,0.335,s_min
frogs_MFCCs_7,propertyValue,,0.7386625,s_max
frogs_MFCCs_7,propertyValue,,8.827725,entropy
frogs_MFCCs_7,propertyValue,,0.0,density
frogs_MFCCs_20,propertyValue,,7195.0,n_tuples
frogs_MFCCs_20,propertyValue,,0.498725,missing_perc
frogs_MFCCs_20,propertyValue,,1.0,uniqueness
frogs_MFCCs_20,propertyValue,,-0.35835,min
frogs_MFCCs_20,propertyValue,,0.3975375,max
frogs_MFCCs_20,propertyValue,,-0.05335,mean
frogs_MFCCs_20,propertyValue,,-0.0552625,median
frogs_MFCCs_20,propertyValue,,0.0943374999999999,std
frogs_MFCCs_20,propertyValue,,0.3691624999999999,skewness
frogs_MFCCs_20,propertyValue,,0.1616749999999999,kurtosis
frogs_MFCCs_20,propertyValue,,0.0603625,mad
frogs_MFCCs_20,propertyValue,,0.1229749999999999,iqr
frogs_MFCCs_20,propertyValue,,0.111125,p_min
frogs_MFCCs_20,propertyValue,,0.8084125,p_max
frogs_MFCCs_20,propertyValue,,0.0931875,k_min
frogs_MFCCs_20,propertyValue,,0.62655,k_max
frogs_MFCCs_20,propertyValue,,0.1477125,s_min
frogs_MFCCs_20,propertyValue,,0.8202125000000001,s_max
frogs_MFCCs_20,propertyValue,,8.1905,entropy
frogs_MFCCs_20,propertyValue,,0.0,density
frogs_MFCCs_20,propertyValue,,7195.0,n_tuples
frogs_MFCCs_20,propertyValue,,0.4543375,missing_perc
frogs_MFCCs_20,propertyValue,,1.0,uniqueness
frogs_MFCCs_20,propertyValue,,-0.361425,min
frogs_MFCCs_20,propertyValue,,0.4270875,max
frogs_MFCCs_20,propertyValue,,-0.052825,mean
frogs_MFCCs_20,propertyValue,,-0.0549875,median
frogs_MFCCs_20,propertyValue,,0.0944875,std
frogs_MFCCs_20,propertyValue,,0.3748125,skewness
frogs_MFCCs_20,propertyValue,,0.1764875,kurtosis
frogs_MFCCs_20,propertyValue,,0.0602875,mad
frogs_MFCCs_20,propertyValue,,0.1224375,iqr
frogs_MFCCs_20,propertyValue,,0.1076625,p_min
frogs_MFCCs_20,propertyValue,,0.8087500000000001,p_max
frogs_MFCCs_20,propertyValue,,0.0919874999999999,k_min
frogs_MFCCs_20,propertyValue,,0.626475,k_max
frogs_MFCCs_20,propertyValue,,0.1460125,s_min
frogs_MFCCs_20,propertyValue,,0.8197625,s_max
frogs_MFCCs_20,propertyValue,,8.2752625,entropy
frogs_MFCCs_20,propertyValue,,0.0,density
frogs_MFCCs_20,propertyValue,,7195.0,n_tuples
frogs_MFCCs_20,propertyValue,,0.4000874999999999,missing_perc
frogs_MFCCs_20,propertyValue,,1.0,uniqueness
frogs_MFCCs_20,propertyValue,,-0.3550125,min
frogs_MFCCs_20,propertyValue,,0.4061249999999999,max
frogs_MFCCs_20,propertyValue,,-0.052975,mean
frogs_MFCCs_20,propertyValue,,-0.0551625,median
frogs_MFCCs_20,propertyValue,,0.09415,std
frogs_MFCCs_20,propertyValue,,0.3821,skewness
frogs_MFCCs_20,propertyValue,,0.1587,kurtosis
frogs_MFCCs_20,propertyValue,,0.0599625,mad
frogs_MFCCs_20,propertyValue,,0.1218125,iqr
frogs_MFCCs_20,propertyValue,,0.1060375,p_min
frogs_MFCCs_20,propertyValue,,0.8075249999999999,p_max
frogs_MFCCs_20,propertyValue,,0.091575,k_min
frogs_MFCCs_20,propertyValue,,0.6255625000000001,k_max
frogs_MFCCs_20,propertyValue,,0.145775,s_min
frogs_MFCCs_20,propertyValue,,0.8195625000000001,s_max
frogs_MFCCs_20,propertyValue,,8.370175,entropy
frogs_MFCCs_20,propertyValue,,0.0,density
frogs_MFCCs_20,propertyValue,,7195.0,n_tuples
frogs_MFCCs_20,propertyValue,,0.3528874999999999,missing_perc
frogs_MFCCs_20,propertyValue,,1.0,uniqueness
frogs_MFCCs_20,propertyValue,,-0.3547375,min
frogs_MFCCs_20,propertyValue,,0.406125,max
frogs_MFCCs_20,propertyValue,,-0.0534624999999999,mean
frogs_MFCCs_20,propertyValue,,-0.0553625,median
frogs_MFCCs_20,propertyValue,,0.09395,std
frogs_MFCCs_20,propertyValue,,0.3870625,skewness
frogs_MFCCs_20,propertyValue,,0.1632374999999999,kurtosis
frogs_MFCCs_20,propertyValue,,0.0599624999999999,mad
frogs_MFCCs_20,propertyValue,,0.1219499999999999,iqr
frogs_MFCCs_20,propertyValue,,0.109275,p_min
frogs_MFCCs_20,propertyValue,,0.809025,p_max
frogs_MFCCs_20,propertyValue,,0.09165,k_min
frogs_MFCCs_20,propertyValue,,0.6261249999999999,k_max
frogs_MFCCs_20,propertyValue,,0.1458625,s_min
frogs_MFCCs_20,propertyValue,,0.819875,s_max
frogs_MFCCs_20,propertyValue,,8.4459125,entropy
frogs_MFCCs_20,propertyValue,,0.0,density
frogs_MFCCs_20,propertyValue,,7195.0,n_tuples
frogs_MFCCs_20,propertyValue,,0.3013375,missing_perc
frogs_MFCCs_20,propertyValue,,1.0,uniqueness
frogs_MFCCs_20,propertyValue,,-0.3581749999999999,min
frogs_MFCCs_20,propertyValue,,0.4475874999999999,max
frogs_MFCCs_20,propertyValue,,-0.0532749999999999,mean
